Project,ItemType,Condition,Include,Version
src/DbSqlLikeMem.Dapper.TestTools/DbSqlLikeMem.Dapper.TestTools.csproj,PackageReference,'$(TargetFramework)' == 'net48',Dapper,2.1.35
src/DbSqlLikeMem.Dapper.TestTools/DbSqlLikeMem.Dapper.TestTools.csproj,PackageReference,'$(TargetFramework)' == 'net48',Microsoft.NET.Test.Sdk,17.13.0
src/DbSqlLikeMem.Dapper.TestTools/DbSqlLikeMem.Dapper.TestTools.csproj,PackageReference,'$(TargetFramework)' == 'net48',xunit,2.9.3
src/DbSqlLikeMem.Dapper.TestTools/DbSqlLikeMem.Dapper.TestTools.csproj,PackageReference,'$(TargetFramework)' == 'net48',xunit.runner.visualstudio,3.1.5
src/DbSqlLikeMem.Dapper.TestTools/DbSqlLikeMem.Dapper.TestTools.csproj,PackageReference,'$(TargetFramework)' == 'netstandard2.1',Microsoft.NET.Test.Sdk,17.13.0
src/DbSqlLikeMem.Dapper.TestTools/DbSqlLikeMem.Dapper.TestTools.csproj,PackageReference,'$(TargetFramework)' == 'netstandard2.1',xunit,2.9.3
src/DbSqlLikeMem.Dapper.TestTools/DbSqlLikeMem.Dapper.TestTools.csproj,PackageReference,'$(TargetFramework)' == 'netstandard2.1',xunit.abstractions,2.0.3
src/DbSqlLikeMem.Dapper.TestTools/DbSqlLikeMem.Dapper.TestTools.csproj,PackageReference,'$(TargetFramework)' == 'netstandard2.1',xunit.runner.visualstudio,2.1.0
src/DbSqlLikeMem.Dapper.TestTools/DbSqlLikeMem.Dapper.TestTools.csproj,PackageReference,'$(TargetFramework)' == 'net6.0',Dapper,2.1.35
src/DbSqlLikeMem.Dapper.TestTools/DbSqlLikeMem.Dapper.TestTools.csproj,PackageReference,'$(TargetFramework)' == 'net6.0',Microsoft.NET.Test.Sdk,17.13.0
src/DbSqlLikeMem.Dapper.TestTools/DbSqlLikeMem.Dapper.TestTools.csproj,PackageReference,'$(TargetFramework)' == 'net6.0',xunit,2.9.3
src/DbSqlLikeMem.Dapper.TestTools/DbSqlLikeMem.Dapper.TestTools.csproj,PackageReference,'$(TargetFramework)' == 'net6.0',xunit.runner.visualstudio,3.0.2
src/DbSqlLikeMem.Dapper.TestTools/DbSqlLikeMem.Dapper.TestTools.csproj,PackageReference,'$(TargetFramework)' == 'net8.0' Or '$(TargetFramework)' == 'net10.0',Dapper,2.1.66
src/DbSqlLikeMem.Dapper.TestTools/DbSqlLikeMem.Dapper.TestTools.csproj,PackageReference,'$(TargetFramework)' == 'net8.0' Or '$(TargetFramework)' == 'net10.0',Microsoft.NET.Test.Sdk,18.0.1
src/DbSqlLikeMem.Dapper.TestTools/DbSqlLikeMem.Dapper.TestTools.csproj,PackageReference,'$(TargetFramework)' == 'net8.0' Or '$(TargetFramework)' == 'net10.0',xunit.v3,3.2.2
src/DbSqlLikeMem.Dapper.TestTools/DbSqlLikeMem.Dapper.TestTools.csproj,PackageReference,'$(TargetFramework)' == 'net8.0' Or '$(TargetFramework)' == 'net10.0',xunit.v3.extensibility.core,3.2.2
src/DbSqlLikeMem.Dapper.TestTools/DbSqlLikeMem.Dapper.TestTools.csproj,PackageReference,'$(TargetFramework)' == 'net8.0' Or '$(TargetFramework)' == 'net10.0',xunit.runner.visualstudio,3.1.5
src/DbSqlLikeMem.Db2.Dapper.Test/DbSqlLikeMem.Db2.Dapper.Test.csproj,PackageReference,'$(TargetFramework)' == 'net48',Microsoft.NET.Test.Sdk,17.13.0
src/DbSqlLikeMem.Db2.Dapper.Test/DbSqlLikeMem.Db2.Dapper.Test.csproj,PackageReference,'$(TargetFramework)' == 'net48',xunit.runner.visualstudio,3.1.5
src/DbSqlLikeMem.Db2.Dapper.Test/DbSqlLikeMem.Db2.Dapper.Test.csproj,PackageReference,'$(TargetFramework)' == 'net6.0',Microsoft.NET.Test.Sdk,17.13.0
src/DbSqlLikeMem.Db2.Dapper.Test/DbSqlLikeMem.Db2.Dapper.Test.csproj,PackageReference,'$(TargetFramework)' == 'net6.0',xunit.runner.visualstudio,3.0.2
src/DbSqlLikeMem.Db2.Dapper.Test/DbSqlLikeMem.Db2.Dapper.Test.csproj,PackageReference,'$(TargetFramework)' == 'net8.0' Or '$(TargetFramework)' == 'net10.0',Microsoft.NET.Test.Sdk,18.0.1
src/DbSqlLikeMem.Db2.Dapper.Test/DbSqlLikeMem.Db2.Dapper.Test.csproj,PackageReference,'$(TargetFramework)' == 'net8.0' Or '$(TargetFramework)' == 'net10.0',xunit.runner.visualstudio,3.1.5
src/DbSqlLikeMem.Db2.EfCore.Test/DbSqlLikeMem.Db2.EfCore.Test.csproj,PackageReference,'$(TargetFramework)' == 'net6.0',Microsoft.NET.Test.Sdk,17.13.0
src/DbSqlLikeMem.Db2.EfCore.Test/DbSqlLikeMem.Db2.EfCore.Test.csproj,PackageReference,'$(TargetFramework)' == 'net6.0',xunit.runner.visualstudio,3.0.2
src/DbSqlLikeMem.Db2.EfCore.Test/DbSqlLikeMem.Db2.EfCore.Test.csproj,PackageReference,'$(TargetFramework)' == 'net8.0' Or '$(TargetFramework)' == 'net10.0',Microsoft.NET.Test.Sdk,18.0.1
src/DbSqlLikeMem.Db2.EfCore.Test/DbSqlLikeMem.Db2.EfCore.Test.csproj,PackageReference,'$(TargetFramework)' == 'net8.0' Or '$(TargetFramework)' == 'net10.0',xunit.runner.visualstudio,3.1.5
src/DbSqlLikeMem.Db2.LinqToDb.Test/DbSqlLikeMem.Db2.LinqToDb.Test.csproj,PackageReference,'$(TargetFramework)' == 'net6.0',Microsoft.NET.Test.Sdk,17.13.0
src/DbSqlLikeMem.Db2.LinqToDb.Test/DbSqlLikeMem.Db2.LinqToDb.Test.csproj,PackageReference,'$(TargetFramework)' == 'net6.0',xunit.runner.visualstudio,3.0.2
src/DbSqlLikeMem.Db2.LinqToDb.Test/DbSqlLikeMem.Db2.LinqToDb.Test.csproj,PackageReference,'$(TargetFramework)' == 'net8.0' Or '$(TargetFramework)' == 'net10.0',Microsoft.NET.Test.Sdk,18.0.1
src/DbSqlLikeMem.Db2.LinqToDb.Test/DbSqlLikeMem.Db2.LinqToDb.Test.csproj,PackageReference,'$(TargetFramework)' == 'net8.0' Or '$(TargetFramework)' == 'net10.0',xunit.runner.visualstudio,3.1.5
src/DbSqlLikeMem.Db2.NHibernate.Test/DbSqlLikeMem.Db2.NHibernate.Test.csproj,PackageReference,'$(TargetFramework)' == 'net6.0',Microsoft.NET.Test.Sdk,17.13.0
src/DbSqlLikeMem.Db2.NHibernate.Test/DbSqlLikeMem.Db2.NHibernate.Test.csproj,PackageReference,'$(TargetFramework)' == 'net6.0',xunit.runner.visualstudio,3.0.2
src/DbSqlLikeMem.Db2.NHibernate.Test/DbSqlLikeMem.Db2.NHibernate.Test.csproj,PackageReference,'$(TargetFramework)' == 'net8.0' Or '$(TargetFramework)' == 'net10.0',Microsoft.NET.Test.Sdk,18.0.1
src/DbSqlLikeMem.Db2.NHibernate.Test/DbSqlLikeMem.Db2.NHibernate.Test.csproj,PackageReference,'$(TargetFramework)' == 'net8.0' Or '$(TargetFramework)' == 'net10.0',xunit.runner.visualstudio,3.1.5
src/DbSqlLikeMem.Db2.Test/DbSqlLikeMem.Db2.Test.csproj,PackageReference,'$(TargetFramework)' == 'net48',Microsoft.NET.Test.Sdk,17.13.0
src/DbSqlLikeMem.Db2.Test/DbSqlLikeMem.Db2.Test.csproj,PackageReference,'$(TargetFramework)' == 'net48',xunit.runner.visualstudio,3.1.5
src/DbSqlLikeMem.Db2.Test/DbSqlLikeMem.Db2.Test.csproj,PackageReference,'$(TargetFramework)' == 'netstandard2.1',Microsoft.NET.Test.Sdk,17.13.0
src/DbSqlLikeMem.Db2.Test/DbSqlLikeMem.Db2.Test.csproj,PackageReference,'$(TargetFramework)' == 'netstandard2.1',xunit.runner.visualstudio,2.1.0
src/DbSqlLikeMem.Db2.Test/DbSqlLikeMem.Db2.Test.csproj,PackageReference,'$(TargetFramework)' == 'net6.0',Microsoft.NET.Test.Sdk,17.13.0
src/DbSqlLikeMem.Db2.Test/DbSqlLikeMem.Db2.Test.csproj,PackageReference,'$(TargetFramework)' == 'net6.0',xunit.runner.visualstudio,3.0.2
src/DbSqlLikeMem.Db2.Test/DbSqlLikeMem.Db2.Test.csproj,PackageReference,'$(TargetFramework)' == 'net8.0' Or '$(TargetFramework)' == 'net10.0',Microsoft.NET.Test.Sdk,18.0.1
src/DbSqlLikeMem.Db2.Test/DbSqlLikeMem.Db2.Test.csproj,PackageReference,'$(TargetFramework)' == 'net8.0' Or '$(TargetFramework)' == 'net10.0',xunit.runner.visualstudio,3.1.5
src/DbSqlLikeMem.Db2/DbSqlLikeMem.Db2.csproj,PackageReference,'$(TargetFramework)' == 'net6.0',Net.IBM.Data.Db2,6.0.0.500
src/DbSqlLikeMem.Db2/DbSqlLikeMem.Db2.csproj,PackageReference,'$(TargetFramework)' == 'net8.0' Or '$(TargetFramework)' == 'net10.0',Net.IBM.Data.Db2,9.0.0.400
src/DbSqlLikeMem.EfCore.TestTools/DbSqlLikeMem.EfCore.TestTools.csproj,PackageReference,'$(TargetFramework)' == 'net48',Microsoft.NET.Test.Sdk,17.13.0
src/DbSqlLikeMem.EfCore.TestTools/DbSqlLikeMem.EfCore.TestTools.csproj,PackageReference,'$(TargetFramework)' == 'net48',xunit,2.9.3
src/DbSqlLikeMem.EfCore.TestTools/DbSqlLikeMem.EfCore.TestTools.csproj,PackageReference,'$(TargetFramework)' == 'net48',xunit.runner.visualstudio,3.1.5
src/DbSqlLikeMem.EfCore.TestTools/DbSqlLikeMem.EfCore.TestTools.csproj,PackageReference,'$(TargetFramework)' == 'net6.0',Microsoft.NET.Test.Sdk,17.13.0
src/DbSqlLikeMem.EfCore.TestTools/DbSqlLikeMem.EfCore.TestTools.csproj,PackageReference,'$(TargetFramework)' == 'net6.0',xunit,2.9.3
src/DbSqlLikeMem.EfCore.TestTools/DbSqlLikeMem.EfCore.TestTools.csproj,PackageReference,'$(TargetFramework)' == 'net6.0',xunit.runner.visualstudio,3.0.2
src/DbSqlLikeMem.EfCore.TestTools/DbSqlLikeMem.EfCore.TestTools.csproj,PackageReference,'$(TargetFramework)' == 'net8.0' Or '$(TargetFramework)' == 'net10.0',Microsoft.NET.Test.Sdk,18.0.1
src/DbSqlLikeMem.EfCore.TestTools/DbSqlLikeMem.EfCore.TestTools.csproj,PackageReference,'$(TargetFramework)' == 'net8.0' Or '$(TargetFramework)' == 'net10.0',xunit.v3,3.2.2
src/DbSqlLikeMem.EfCore.TestTools/DbSqlLikeMem.EfCore.TestTools.csproj,PackageReference,'$(TargetFramework)' == 'net8.0' Or '$(TargetFramework)' == 'net10.0',xunit.runner.visualstudio,3.1.5
src/DbSqlLikeMem.LinqToDb.TestTools/DbSqlLikeMem.LinqToDb.TestTools.csproj,PackageReference,'$(TargetFramework)' == 'net48',Microsoft.NET.Test.Sdk,17.13.0
src/DbSqlLikeMem.LinqToDb.TestTools/DbSqlLikeMem.LinqToDb.TestTools.csproj,PackageReference,'$(TargetFramework)' == 'net48',xunit,2.9.3
src/DbSqlLikeMem.LinqToDb.TestTools/DbSqlLikeMem.LinqToDb.TestTools.csproj,PackageReference,'$(TargetFramework)' == 'net48',xunit.runner.visualstudio,3.1.5
src/DbSqlLikeMem.LinqToDb.TestTools/DbSqlLikeMem.LinqToDb.TestTools.csproj,PackageReference,'$(TargetFramework)' == 'net6.0',Microsoft.NET.Test.Sdk,17.13.0
src/DbSqlLikeMem.LinqToDb.TestTools/DbSqlLikeMem.LinqToDb.TestTools.csproj,PackageReference,'$(TargetFramework)' == 'net6.0',xunit,2.9.3
src/DbSqlLikeMem.LinqToDb.TestTools/DbSqlLikeMem.LinqToDb.TestTools.csproj,PackageReference,'$(TargetFramework)' == 'net6.0',xunit.runner.visualstudio,3.0.2
src/DbSqlLikeMem.LinqToDb.TestTools/DbSqlLikeMem.LinqToDb.TestTools.csproj,PackageReference,'$(TargetFramework)' == 'net8.0' Or '$(TargetFramework)' == 'net10.0',Microsoft.NET.Test.Sdk,18.0.1
src/DbSqlLikeMem.LinqToDb.TestTools/DbSqlLikeMem.LinqToDb.TestTools.csproj,PackageReference,'$(TargetFramework)' == 'net8.0' Or '$(TargetFramework)' == 'net10.0',xunit.v3,3.2.2
src/DbSqlLikeMem.LinqToDb.TestTools/DbSqlLikeMem.LinqToDb.TestTools.csproj,PackageReference,'$(TargetFramework)' == 'net8.0' Or '$(TargetFramework)' == 'net10.0',xunit.runner.visualstudio,3.1.5
src/DbSqlLikeMem.MiniProfiler.TestTools/DbSqlLikeMem.MiniProfiler.TestTools.csproj,PackageReference,'$(TargetFramework)' == 'net48',Microsoft.NET.Test.Sdk,17.13.0
src/DbSqlLikeMem.MiniProfiler.TestTools/DbSqlLikeMem.MiniProfiler.TestTools.csproj,PackageReference,'$(TargetFramework)' == 'net48',xunit,2.9.3
src/DbSqlLikeMem.MiniProfiler.TestTools/DbSqlLikeMem.MiniProfiler.TestTools.csproj,PackageReference,'$(TargetFramework)' == 'net48',xunit.runner.visualstudio,3.1.5
src/DbSqlLikeMem.MiniProfiler.TestTools/DbSqlLikeMem.MiniProfiler.TestTools.csproj,PackageReference,'$(TargetFramework)' == 'netstandard2.1',Microsoft.NET.Test.Sdk,17.13.0
src/DbSqlLikeMem.MiniProfiler.TestTools/DbSqlLikeMem.MiniProfiler.TestTools.csproj,PackageReference,'$(TargetFramework)' == 'netstandard2.1',xunit,2.9.3
src/DbSqlLikeMem.MiniProfiler.TestTools/DbSqlLikeMem.MiniProfiler.TestTools.csproj,PackageReference,'$(TargetFramework)' == 'netstandard2.1',xunit.abstractions,2.0.3
src/DbSqlLikeMem.MiniProfiler.TestTools/DbSqlLikeMem.MiniProfiler.TestTools.csproj,PackageReference,'$(TargetFramework)' == 'netstandard2.1',xunit.runner.visualstudio,2.1.0
src/DbSqlLikeMem.MiniProfiler.TestTools/DbSqlLikeMem.MiniProfiler.TestTools.csproj,PackageReference,'$(TargetFramework)' == 'net6.0',Microsoft.NET.Test.Sdk,17.13.0
src/DbSqlLikeMem.MiniProfiler.TestTools/DbSqlLikeMem.MiniProfiler.TestTools.csproj,PackageReference,'$(TargetFramework)' == 'net6.0',xunit,2.9.3
src/DbSqlLikeMem.MiniProfiler.TestTools/DbSqlLikeMem.MiniProfiler.TestTools.csproj,PackageReference,'$(TargetFramework)' == 'net6.0',xunit.runner.visualstudio,3.0.2
src/DbSqlLikeMem.MiniProfiler.TestTools/DbSqlLikeMem.MiniProfiler.TestTools.csproj,PackageReference,'$(TargetFramework)' == 'net8.0' Or '$(TargetFramework)' == 'net10.0',Microsoft.NET.Test.Sdk,18.0.1
src/DbSqlLikeMem.MiniProfiler.TestTools/DbSqlLikeMem.MiniProfiler.TestTools.csproj,PackageReference,'$(TargetFramework)' == 'net8.0' Or '$(TargetFramework)' == 'net10.0',xunit.v3,3.2.2
src/DbSqlLikeMem.MiniProfiler.TestTools/DbSqlLikeMem.MiniProfiler.TestTools.csproj,PackageReference,'$(TargetFramework)' == 'net8.0' Or '$(TargetFramework)' == 'net10.0',xunit.v3.extensibility.core,3.2.2
src/DbSqlLikeMem.MiniProfiler.TestTools/DbSqlLikeMem.MiniProfiler.TestTools.csproj,PackageReference,'$(TargetFramework)' == 'net8.0' Or '$(TargetFramework)' == 'net10.0',xunit.runner.visualstudio,3.1.5
src/DbSqlLikeMem.MySql.Dapper.Test/DbSqlLikeMem.MySql.Dapper.Test.csproj,PackageReference,'$(TargetFramework)' == 'net6.0',Dapper,2.1.35
src/DbSqlLikeMem.MySql.Dapper.Test/DbSqlLikeMem.MySql.Dapper.Test.csproj,PackageReference,'$(TargetFramework)' == 'net8.0' Or '$(TargetFramework)' == 'net10.0',Dapper,2.1.66
src/DbSqlLikeMem.MySql.Dapper.Test/DbSqlLikeMem.MySql.Dapper.Test.csproj,PackageReference,'$(TargetFramework)' == 'net48',Dapper,2.1.35
src/DbSqlLikeMem.MySql.Dapper.Test/DbSqlLikeMem.MySql.Dapper.Test.csproj,PackageReference,'$(TargetFramework)' == 'net48',Microsoft.NET.Test.Sdk,17.13.0
src/DbSqlLikeMem.MySql.Dapper.Test/DbSqlLikeMem.MySql.Dapper.Test.csproj,PackageReference,'$(TargetFramework)' == 'net48',xunit.runner.visualstudio,3.1.5
src/DbSqlLikeMem.MySql.Dapper.Test/DbSqlLikeMem.MySql.Dapper.Test.csproj,PackageReference,'$(TargetFramework)' == 'net6.0',Microsoft.NET.Test.Sdk,17.13.0
src/DbSqlLikeMem.MySql.Dapper.Test/DbSqlLikeMem.MySql.Dapper.Test.csproj,PackageReference,'$(TargetFramework)' == 'net6.0',xunit.runner.visualstudio,3.0.2
src/DbSqlLikeMem.MySql.Dapper.Test/DbSqlLikeMem.MySql.Dapper.Test.csproj,PackageReference,'$(TargetFramework)' == 'net8.0' Or '$(TargetFramework)' == 'net10.0',Microsoft.NET.Test.Sdk,18.0.1
src/DbSqlLikeMem.MySql.Dapper.Test/DbSqlLikeMem.MySql.Dapper.Test.csproj,PackageReference,'$(TargetFramework)' == 'net8.0' Or '$(TargetFramework)' == 'net10.0',xunit.runner.visualstudio,3.1.5
src/DbSqlLikeMem.MySql.EfCore.Test/DbSqlLikeMem.MySql.EfCore.Test.csproj,PackageReference,'$(TargetFramework)' == 'net48',Microsoft.NET.Test.Sdk,17.13.0
src/DbSqlLikeMem.MySql.EfCore.Test/DbSqlLikeMem.MySql.EfCore.Test.csproj,PackageReference,'$(TargetFramework)' == 'net48',xunit.runner.visualstudio,3.1.5
src/DbSqlLikeMem.MySql.EfCore.Test/DbSqlLikeMem.MySql.EfCore.Test.csproj,PackageReference,'$(TargetFramework)' == 'net6.0',Microsoft.NET.Test.Sdk,17.13.0
src/DbSqlLikeMem.MySql.EfCore.Test/DbSqlLikeMem.MySql.EfCore.Test.csproj,PackageReference,'$(TargetFramework)' == 'net6.0',xunit.runner.visualstudio,3.0.2
src/DbSqlLikeMem.MySql.EfCore.Test/DbSqlLikeMem.MySql.EfCore.Test.csproj,PackageReference,'$(TargetFramework)' == 'net8.0' Or '$(TargetFramework)' == 'net10.0',Microsoft.NET.Test.Sdk,18.0.1
src/DbSqlLikeMem.MySql.EfCore.Test/DbSqlLikeMem.MySql.EfCore.Test.csproj,PackageReference,'$(TargetFramework)' == 'net8.0' Or '$(TargetFramework)' == 'net10.0',xunit.runner.visualstudio,3.1.5
src/DbSqlLikeMem.MySql.LinqToDb.Test/DbSqlLikeMem.MySql.LinqToDb.Test.csproj,PackageReference,'$(TargetFramework)' == 'net48',Microsoft.NET.Test.Sdk,17.13.0
src/DbSqlLikeMem.MySql.LinqToDb.Test/DbSqlLikeMem.MySql.LinqToDb.Test.csproj,PackageReference,'$(TargetFramework)' == 'net48',xunit.runner.visualstudio,3.1.5
src/DbSqlLikeMem.MySql.LinqToDb.Test/DbSqlLikeMem.MySql.LinqToDb.Test.csproj,PackageReference,'$(TargetFramework)' == 'net6.0',Microsoft.NET.Test.Sdk,17.13.0
src/DbSqlLikeMem.MySql.LinqToDb.Test/DbSqlLikeMem.MySql.LinqToDb.Test.csproj,PackageReference,'$(TargetFramework)' == 'net6.0',xunit.runner.visualstudio,3.0.2
src/DbSqlLikeMem.MySql.LinqToDb.Test/DbSqlLikeMem.MySql.LinqToDb.Test.csproj,PackageReference,'$(TargetFramework)' == 'net8.0' Or '$(TargetFramework)' == 'net10.0',Microsoft.NET.Test.Sdk,18.0.1
src/DbSqlLikeMem.MySql.LinqToDb.Test/DbSqlLikeMem.MySql.LinqToDb.Test.csproj,PackageReference,'$(TargetFramework)' == 'net8.0' Or '$(TargetFramework)' == 'net10.0',xunit.runner.visualstudio,3.1.5
src/DbSqlLikeMem.MySql.MiniProfiler.Test/DbSqlLikeMem.MySql.MiniProfiler.Test.csproj,PackageReference,'$(TargetFramework)' == 'net48',Microsoft.NET.Test.Sdk,17.13.0
src/DbSqlLikeMem.MySql.MiniProfiler.Test/DbSqlLikeMem.MySql.MiniProfiler.Test.csproj,PackageReference,'$(TargetFramework)' == 'net48',xunit.runner.visualstudio,3.1.5
src/DbSqlLikeMem.MySql.MiniProfiler.Test/DbSqlLikeMem.MySql.MiniProfiler.Test.csproj,PackageReference,'$(TargetFramework)' == 'netstandard2.1',Microsoft.NET.Test.Sdk,17.13.0
src/DbSqlLikeMem.MySql.MiniProfiler.Test/DbSqlLikeMem.MySql.MiniProfiler.Test.csproj,PackageReference,'$(TargetFramework)' == 'netstandard2.1',xunit.runner.visualstudio,2.1.0
src/DbSqlLikeMem.MySql.MiniProfiler.Test/DbSqlLikeMem.MySql.MiniProfiler.Test.csproj,PackageReference,'$(TargetFramework)' == 'net6.0',Microsoft.NET.Test.Sdk,17.13.0
src/DbSqlLikeMem.MySql.MiniProfiler.Test/DbSqlLikeMem.MySql.MiniProfiler.Test.csproj,PackageReference,'$(TargetFramework)' == 'net6.0',xunit.runner.visualstudio,3.0.2
